time,0,1,2,3,4,5,6
149818.0,20.5702,22.86743000000001,23.565290000000005,31.09798000000001,21.68477999999999,22.787260000000057,30.71109000000001
151127.0,22.407900000000037,25.037430000000032,26.140470000000054,29.754820000000052,23.25155000000001,25.878500000000034,29.16460000000001
152437.0,24.087850000000003,26.791029999999978,28.392810000000054,32.643170000000055,25.442979999999977,26.87198000000001,32.770500000000034
154764.0,25.820420000000073,28.894270000000066,30.73151000000001,35.257029999999986,27.175300000000053,28.473779999999977,34.8698
158400.0,27.522030000000033,31.215610000000034,32.95783,38.72957000000002,29.282900000000037,31.261460000000053,39.373770000000036
162037.0,29.190820000000034,33.143670000000036,34.76926000000003,40.18894,30.94596000000001,33.309529999999995,40.468270000000025
165818.0,30.297439999999995,33.64825000000002,35.20218,39.553500000000035,31.95982000000004,33.639350000000036,39.835950000000025
169309.0,31.004479999999997,33.46291000000002,34.78660000000002,38.35265000000004,31.783130000000032,33.44321000000002,38.53834000000001
173091.0,30.353279999999987,32.263310000000054,33.30833999999999,35.83082999999999,31.183920000000054,32.39546000000001,35.71450000000005
176437.0,28.923260000000035,30.425320000000053,31.026079999999983,32.024260000000034,29.633000000000038,30.392810000000054,31.892410000000037
180073.0,24.46586000000002,26.264660000000053,26.432840000000002,26.529350000000022,25.16410000000002,26.19094000000001,26.057760000000034
181818.0,22.405010000000004,24.97125,25.024840000000037,25.446000000000023,23.95132000000007,24.75812000000002,24.506500000000013
183564.0,21.08071000000001,23.913800000000037,23.955410000000033,24.013629999999978,22.52719000000002,23.64684,23.28712999999999
187055.0,19.65292000000005,22.47107000000005,22.479390000000024,22.673270000000056,21.720090000000027,22.017170000000018,22.007960000000026
190837.0,18.302840000000003,21.125629999999997,21.09206000000006,21.392679999999984,19.813879999999983,20.782070000000036,20.48311000000001
194473.0,17.585520000000027,20.46977000000004,20.405190000000005,20.606950000000037,19.08134000000001,20.091360000000012,19.725030000000004
198109.0,16.681879999999982,19.60915,19.544790000000035,19.786020000000068,18.724790000000038,19.131920000000036,18.91937999999999
