Date,Lat,Lon
2019-02-07 19:57:45+00:00,51.025955,16.882946
2019-02-07 19:57:47+00:00,51.026062,16.883028
2019-02-07 19:57:50+00:00,51.026218,16.883251
2019-02-07 19:57:53+00:00,51.026295,16.883453
2019-02-07 19:57:55+00:00,51.02644,16.883648
2019-02-07 19:57:56+00:00,51.026516,16.883745
2019-02-07 19:57:58+00:00,51.02668,16.883989
2019-02-07 19:58:00+00:00,51.026875,16.884243
2019-02-07 19:58:02+00:00,51.02705,16.884491
2019-02-07 19:58:03+00:00,51.027149,16.884632
2019-02-07 19:58:07+00:00,51.027561,16.885139
2019-02-07 19:58:08+00:00,51.02766,16.885286
2019-02-07 19:58:11+00:00,51.027988,16.885803
2019-02-07 19:58:13+00:00,51.028187,16.886145
2019-02-07 19:58:15+00:00,51.028408,16.886442
2019-02-07 19:58:18+00:00,51.028828,16.886848
2019-02-07 19:58:20+00:00,51.029106,16.887125
2019-02-07 19:58:23+00:00,51.029572,16.887543
2019-02-07 19:58:24+00:00,51.029713,16.887674
2019-02-07 19:58:26+00:00,51.030056,16.88793
2019-02-07 19:58:27+00:00,51.03022,16.888029
2019-02-07 19:58:30+00:00,51.030792,16.888433
2019-02-07 19:58:32+00:00,51.031021,16.888706
2019-02-07 19:58:34+00:00,51.03133,16.888855
2019-02-07 19:58:35+00:00,51.031544,16.888966
2019-02-07 19:58:37+00:00,51.031914,16.88928
2019-02-07 19:58:39+00:00,51.032234,16.889542
2019-02-07 19:58:41+00:00,51.032578,16.889801
2019-02-07 19:58:42+00:00,51.032784,16.889923
2019-02-07 19:58:44+00:00,51.033131,16.890238
2019-02-07 19:58:45+00:00,51.033306,16.890327
2019-02-07 19:58:47+00:00,51.03368,16.890574
2019-02-07 19:58:51+00:00,51.03434,16.891054
2019-02-07 19:58:52+00:00,51.034523,16.89118
2019-02-07 19:58:53+00:00,51.034676,16.891308
2019-02-07 19:58:55+00:00,51.035015,16.891581
2019-02-07 19:58:57+00:00,51.035343,16.891823
2019-02-07 19:59:00+00:00,51.035778,16.892239
2019-02-07 19:59:03+00:00,51.036228,16.892626
2019-02-07 19:59:04+00:00,51.036381,16.892752
2019-02-07 19:59:06+00:00,51.036686,16.893
2019-02-07 19:59:07+00:00,51.036842,16.893103
2019-02-07 19:59:10+00:00,51.037304,16.893404
2019-02-07 19:59:12+00:00,51.037624,16.893614
2019-02-07 19:59:13+00:00,51.037781,16.893711
2019-02-07 19:59:15+00:00,51.038071,16.89386
2019-02-07 19:59:17+00:00,51.038353,16.894026
2019-02-07 19:59:19+00:00,51.038612,16.894196
2019-02-07 19:59:21+00:00,51.038887,16.894365
2019-02-07 19:59:22+00:00,51.038986,16.894447
2019-02-07 19:59:23+00:00,51.039089,16.894531
2019-02-07 19:59:24+00:00,51.039204,16.894611
2019-02-07 19:59:26+00:00,51.039444,16.894766
2019-02-07 19:59:28+00:00,51.03968,16.894922
2019-02-07 19:59:29+00:00,51.039783,16.894991
2019-02-07 19:59:32+00:00,51.04002,16.895092
2019-02-07 19:59:35+00:00,51.040192,16.895063
2019-02-07 19:59:38+00:00,51.040333,16.894909
2019-02-07 19:59:41+00:00,51.040348,16.894678
2019-02-07 19:59:44+00:00,51.040253,16.894379
2019-02-07 19:59:46+00:00,51.040157,16.894245
2019-02-07 19:59:49+00:00,51.039986,16.894215
2019-02-07 19:59:52+00:00,51.03978,16.894245
2019-02-07 19:59:54+00:00,51.039597,16.894232
2019-02-07 19:59:56+00:00,51.039433,16.89423
2019-02-07 20:00:00+00:00,51.039043,16.894045
2019-02-07 20:00:02+00:00,51.038857,16.893909
2019-02-07 20:00:05+00:00,51.03857,16.89374
2019-02-07 20:00:08+00:00,51.038342,16.893478
2019-02-07 20:00:11+00:00,51.038181,16.89328
2019-02-07 20:00:13+00:00,51.038101,16.893167
2019-02-07 20:00:16+00:00,51.038048,16.892973
2019-02-07 20:00:18+00:00,51.038013,16.892817
2019-02-07 20:00:20+00:00,51.037991,16.892582
2019-02-07 20:00:23+00:00,51.037949,16.892189
2019-02-07 20:00:25+00:00,51.037922,16.891897
2019-02-07 20:00:27+00:00,51.037891,16.891594
2019-02-07 20:00:29+00:00,51.037861,16.891294
2019-02-07 20:00:30+00:00,51.037846,16.891083
2019-02-07 20:00:32+00:00,51.037777,16.8906
2019-02-07 20:00:34+00:00,51.037746,16.890247
2019-02-07 20:00:37+00:00,51.037685,16.889462
2019-02-07 20:00:39+00:00,51.037609,16.888933
2019-02-07 20:00:40+00:00,51.037586,16.88867
2019-02-07 20:00:42+00:00,51.037533,16.888119
2019-02-07 20:00:44+00:00,51.037476,16.887568
2019-02-07 20:00:45+00:00,51.037457,16.887285
2019-02-07 20:00:48+00:00,51.037376,16.886374
2019-02-07 20:00:50+00:00,51.037315,16.88575
2019-02-07 20:00:53+00:00,51.03722,16.884804
2019-02-07 20:00:54+00:00,51.037216,16.884489
2019-02-07 20:00:57+00:00,51.037128,16.883482
2019-02-07 20:00:59+00:00,51.037041,16.882822
2019-02-07 20:01:00+00:00,51.037006,16.882532
2019-02-07 20:01:01+00:00,51.036972,16.882233
2019-02-07 20:01:03+00:00,51.0369,16.88158
2019-02-07 20:01:04+00:00,51.036869,16.881247
2019-02-07 20:01:06+00:00,51.036819,16.880547
2019-02-07 20:01:07+00:00,51.036793,16.880236
2019-02-07 20:01:09+00:00,51.036732,16.879599
2019-02-07 20:01:11+00:00,51.036659,16.878893
2019-02-07 20:01:13+00:00,51.036613,16.8783
2019-02-07 20:01:15+00:00,51.036556,16.877678
2019-02-07 20:01:16+00:00,51.03653,16.877346
2019-02-07 20:01:17+00:00,51.036495,16.877001
2019-02-07 20:01:19+00:00,51.036419,16.876341
2019-02-07 20:01:20+00:00,51.036385,16.875998
2019-02-07 20:01:23+00:00,51.036301,16.874989
2019-02-07 20:01:25+00:00,51.036247,16.874325
2019-02-07 20:01:26+00:00,51.036205,16.874001
2019-02-07 20:01:27+00:00,51.036167,16.873669
2019-02-07 20:01:28+00:00,51.036148,16.873316
2019-02-07 20:01:31+00:00,51.036057,16.872316
2019-02-07 20:01:33+00:00,51.035992,16.871656
2019-02-07 20:01:35+00:00,51.035942,16.871033
2019-02-07 20:01:36+00:00,51.035915,16.870695
2019-02-07 20:01:39+00:00,51.035812,16.869709
2019-02-07 20:01:41+00:00,51.035751,16.869024
2019-02-07 20:01:43+00:00,51.03569,16.868353
2019-02-07 20:01:45+00:00,51.035633,16.867693
2019-02-07 20:01:47+00:00,51.035564,16.867073
2019-02-07 20:01:48+00:00,51.03553,16.866739
2019-02-07 20:01:49+00:00,51.0355,16.866444
2019-02-07 20:01:50+00:00,51.035473,16.866123
2019-02-07 20:01:53+00:00,51.035374,16.865122
2019-02-07 20:01:54+00:00,51.035351,16.864775
2019-02-07 20:01:56+00:00,51.035297,16.864103
2019-02-07 20:01:57+00:00,51.035286,16.863787
2019-02-07 20:01:59+00:00,51.035244,16.863134
2019-02-07 20:02:00+00:00,51.035217,16.862804
2019-02-07 20:02:02+00:00,51.035179,16.862129
2019-02-07 20:02:03+00:00,51.035172,16.861776
2019-02-07 20:02:05+00:00,51.035152,16.861111
2019-02-07 20:02:06+00:00,51.035145,16.860775
2019-02-07 20:02:08+00:00,51.035118,16.860092
2019-02-07 20:02:09+00:00,51.035103,16.859753
2019-02-07 20:02:11+00:00,51.03508,16.859125
2019-02-07 20:02:12+00:00,51.035072,16.85882
2019-02-07 20:02:13+00:00,51.035069,16.85848
2019-02-07 20:02:14+00:00,51.035061,16.858158
2019-02-07 20:02:17+00:00,51.035042,16.857174
2019-02-07 20:02:18+00:00,51.035034,16.85688
2019-02-07 20:02:20+00:00,51.03503,16.856213
2019-02-07 20:02:23+00:00,51.035034,16.85515
2019-02-07 20:02:26+00:00,51.035023,16.854176
2019-02-07 20:02:27+00:00,51.03503,16.853855
2019-02-07 20:02:29+00:00,51.035053,16.853205
2019-02-07 20:02:31+00:00,51.035065,16.852533
2019-02-07 20:02:32+00:00,51.035057,16.85219
2019-02-07 20:02:33+00:00,51.035053,16.851854
2019-02-07 20:02:35+00:00,51.035049,16.851181
2019-02-07 20:02:37+00:00,51.035042,16.850515
2019-02-07 20:02:38+00:00,51.035046,16.850172
2019-02-07 20:02:39+00:00,51.035034,16.849806
2019-02-07 20:02:41+00:00,51.035042,16.849182
2019-02-07 20:02:42+00:00,51.035042,16.848845
2019-02-07 20:02:46+00:00,51.035049,16.847509
2019-02-07 20:02:48+00:00,51.035049,16.846827
2019-02-07 20:02:50+00:00,51.035038,16.84613
2019-02-07 20:02:51+00:00,51.035038,16.845814
2019-02-07 20:02:53+00:00,51.035042,16.8452
2019-02-07 20:02:54+00:00,51.035049,16.844845
